x,y,z,word
19.21266412568241,-993.2283171989185,12.23934510835511,aabb
71.16545314416021,-992.6241344497914,45.34261095748434,absurdity
74.74727636609805,-992.5611605156608,48.900944720247935,academiccategory
111.41221694364526,-992.5444559240598,44.48104676560797,accessvalidation
156.19037767960367,-992.4301103582637,45.32777566584741,accountability
165.89492604208567,-992.4144947619781,44.902006124459376,achievements
178.9626155255778,-992.8639942411687,12.73866795385436,act
189.535903452404,-992.6810613915691,23.58874473327012,activated
194.91310364616288,-993.8793255450418,-67.42146122052634,activist
193.7134149297642,-992.4841504431607,36.16314806274022,actuators
132.59505270272325,-999.8084560732331,-846.6355826916005,administered
187.26446670473638,-992.4373326787363,40.249683005632505,algorists
113.54926697550854,-992.498724202521,47.19857742505883,alism
87.52559888581891,-992.5405989069983,48.340318886279874,allegiances
93.10318845734218,-992.5316240032992,48.095612212131755,allow
95.8576713455343,-992.5271917627505,47.974764247627945,allowing
149.4757299469686,-992.4409149031306,45.62236871427922,ambitious
102.35718361824888,-992.545321582099,45.84173889856493,annihilate
149.25842126236375,-992.4412645747033,45.63190274053841,antiquarian
170.29923933839586,-992.407407778042,44.70877482895526,anywhere
202.9516117435869,-993.9621700866705,-73.24199141787983,apolitical
317.08669983052323,-996.0803731675892,-297.52612284714087,appeared
342.3982509135651,-993.8606392463264,-90.16239654261472,appendix
354.72473566445774,-992.1106485690759,36.61743909042684,appetizingly
403.76661330610864,-992.5459272470637,-0.43027411274101723,applies
67.25866197738446,-992.6163499838032,46.463336241476554,architects
65.30959831804262,-992.576346690717,49.31500580832426,arise
79.26694846079363,-992.6683260853055,41.18533836870574,arnolds
82.49430577702037,-992.7069652126693,38.18277530213845,arranged
129.12877468844658,-992.4736552045947,46.51505464726006,asher
133.90765953322034,-992.4659654972899,46.30538970122984,aspects
130.15658921477961,-993.6089256108185,-34.233138356710015,assent
95.74598092995848,-999.8677499431603,-845.0188961850847,associated
17.96197653926356,-998.2244781200731,-367.6398981396859,atom
189.05309216310434,-992.5479648615207,32.42718548418429,attitudes
212.54481011217968,-992.3394303973929,42.855326670189015,audi
231.39061985205035,-992.3091055903456,42.02850078706433,audience
454.4959987350078,-992.2817985268596,9.794365734203438,autodesk
437.9459353700222,-992.2379911376544,15.750822881310569,autoencoder
77.3149500341915,-992.5570288699729,48.78829267305332,banhams
71.58798300645435,-992.5806035285618,48.12176914922338,basic
80.83382575156384,-992.551366644331,48.633908353002425,beginner
106.96614818355556,-992.5093171040675,47.487399878644965,beneficent
140.3579769500559,-992.6854005214329,30.68044321501884,benjamin
156.18649246452105,-992.444333490847,44.40258034437875,bernheimjeune
295.75116171743457,-992.205542992586,39.20479819213597,bifo
314.03177825567946,-992.1761276383569,38.402769140493774,bigger
339.03235017979773,-992.3227401810013,24.95698222557985,bishop
118.84913992066413,-992.5331896804448,44.192112039106405,boxing
252.81458745093823,-992.2746322674903,41.088562881805956,businessmay
170.0018695594631,-992.4078862759836,44.72182139121696,buyer
100.65847768042181,-992.5194667815591,47.76413753578345,calling
104.14544678043035,-992.5281604436329,46.69045132154133,campaign
97.66285840097953,-992.5242870348616,47.89556492416364,candlesticksit
92.77652696179734,-999.9202104682419,-914.0598901024189,canvas
95.0575478093815,-992.7578823248434,32.64569191032251,capitalisms
119.32733279615468,-995.2964834142695,-186.42036062857005,cartoondrawing
111.35902418067599,-992.5022485238985,47.29467037400195,cartridges
498.75750368547165,-991.8788853305074,30.298261391991446,catalyst
355.59152669932223,-992.5789122001419,4.94163518748644,chances
111.92286720830134,-992.5156326889264,46.34853400915404,characters
97.86031358389391,-992.6246273088684,41.356550107831936,charged
76.48288651813914,-992.558367744021,48.82479795783365,charles
82.3359243784812,-992.548949616267,48.56800648723765,cheatsheet
87.8971126566762,-993.0543942263621,13.43880292220615,childs
87.07945771813138,-993.1035303344383,10.340523823637795,christensen
78.27652233346953,-992.5986375414165,45.98082212674058,claims
142.72581720849894,-992.4517761929455,45.91850895117682,cloned
156.54281507113342,-993.7163776790087,-47.105337728379936,closeness
207.32493800826956,-992.3619604331236,42.154390212157296,clustered
376.8726399549953,-992.1026610455494,33.74793942958377,coexist
386.9235922083335,-992.0588373640747,35.204772382821375,coffins
416.8349889142637,-992.0107069124705,33.89246384644707,coils
70.09706113720881,-992.5686431805868,49.104964519157875,colonialsettler
79.59986978545953,-992.5676980988973,47.769544035505305,colours
96.39590875710724,-993.1513434036044,5.606250797665325,combining
108.60315408722181,-992.5494734723819,44.6308118526606,compiling
188.02609997420518,-992.3788834728645,43.93104081792012,conductivity
263.5263865136151,-992.7585554985775,6.915109056680308,confidence
400.68266313357367,-992.0366976323933,34.6011179829552,confucian
426.98273262034786,-991.9943781702142,33.44724990937789,conjunction
296.3840256059327,-992.2045246508129,39.17703243143433,consciousness
119.1532438121751,-992.7919407777398,26.547630874178594,considerations
81.52501741022479,-992.593121156947,45.82288050777356,consistently
96.51505472714439,-992.8144378715609,28.595493842864244,constructed
101.6478040603331,-992.5178748557149,47.720732626722565,contains
102.6740318527643,-992.6456165156245,39.22880109142989,contemporaneity
96.86891921555934,-992.5255645630198,47.930397572766196,contrivances
102.1815829890254,-992.9562203556328,18.15733360739057,controllers
113.08033770872976,-992.4994787569674,47.219150850160986,converse
86.44477411239018,-992.5423380629782,48.387738122178234,corbusier
714.2089389378109,-993.0222530999654,-86.11307232376691,corpse
65.53357876050814,-992.5759862836135,49.30517907073295,critique
83.61118323813571,-992.5468975962484,48.51205680677617,crying
84.83878668449961,-992.5449222585921,48.458197921563624,cure
