x,y,z,word
-0.4587504009331599,-0.0068291590298255,-0.0034006663684871,darkroom
2.989832388501859,-0.0063692447896274,-0.0035775177282871,datasheet
1.7912107549551222,-0.0068852886431319,-0.003882081180321,dating
0.0796426773245753,-0.0067584059504035,-0.0034294077018623,daunting
-1.618218162881491,-0.0069741797619777,-0.0033320251169748,davis
-0.306029171537727,-0.0068019184114683,-0.0034019316204795,dealer
0.9098705271249956,-0.006728326045507,-0.0035520723170825,dedicates
-0.4338450275155338,-0.0068620221607521,-0.0034368140401694,defies
-0.4512577651528981,-0.0068209837090998,-0.0033941946075527,delete
-0.4262996838328317,-0.0079869009012525,-0.004766078384101,demonstrable
-0.4216701443158211,-0.0068170995098286,-0.0033957708798224,depart
-0.3965270230686619,-0.0069081973536294,-0.0034888970259971,dependent
-0.6089416661819298,-0.0068488964576413,-0.0033926486256913,detect
-0.1224539580316134,-0.0067991949389502,-0.0034326026242002,detract
0.2519840332000962,-0.0069110424120548,-0.0036139256288119,devoting
0.9262852376756529,-0.0066543551461658,-0.0034815002899465,diane
1.5995074462339374,-0.0065517636598373,-0.0035034485537319,dierent
1.3174072696790733,-0.006779277204258,-0.0036778936829493,difficulty
1.0513704839164215,-0.0066448341135945,-0.0034953470229356,digestible
-0.1878018477607922,-0.0067863977825076,-0.0034082301482667,diminishes
-0.3400153484952812,-0.0068063800437331,-0.003400121016356,disavowals
-0.3482083923623569,-0.0068074556089228,-0.003399684534223,discarded
-0.4042166736297674,-0.0068148082557095,-0.0033967007086182,disk
-0.2658968966352206,-0.006832336520953,-0.0034390429055258,dissatisfaction
-0.2299591972601753,-0.0068062342816138,-0.0034198304662614,distinguishing
-0.2700374324683255,-0.0069642607131029,-0.0035711116089138,distributing
-0.3729224130179451,-0.0068107000124369,-0.0033983679016473,dune
-0.6426301448426228,-0.0068461066637908,-0.0033839992972584,eadweard
-0.4955333789336136,-0.0085367069217334,-0.0048674102858846,ecosystem
-0.49870589600668,-0.0069286688064544,-0.0034909710663948,editions
-0.5441827161691641,-0.0068403861418171,-0.0033961056882846,egbert
-1.3684903482175694,-0.0072932635736294,-0.0037043214984543,elbows
-0.9061623038741502,-0.0068807025992215,-0.0033699596947922,electricity
-0.109009844416109,-0.0067831977751741,-0.0034193367606887,elite
0.6217318796178184,-0.0066801239346998,-0.0034513578324063,embassies
1.4456107646906788,-0.0065719668854218,-0.0034952497508318,emphasizes
0.74641041903812,-0.006663756404015,-0.0034580000469124,emptiness
-0.5147017155252777,-0.0070961029211662,-0.0036587751186192,encourages
-0.4027622177392629,-0.0068146173178663,-0.0033967781943512,engages
0.201294426656626,-0.0067353180598827,-0.0034289591440521,even
0.350621853604198,-0.0069661533662398,-0.0036896872203436,eventbased
0.709679405765048,-0.0104794484717209,-0.0112225981427402,everyone
1.4149376614261646,-0.0066631072638262,-0.0035781101199935,exactly
1.4679071848739298,-0.0066775968465835,-0.0036032683493574,excel
-0.3610442434614475,-0.0074061833976508,-0.004027878598994,extolling
-0.3025240541328485,-0.0068953561843934,-0.0034943065298575,famine
0.2951361553016349,-0.0067229987194392,-0.0034339585360419,fathered
0.7372379633415512,-0.0066649605442846,-0.0034575113868866,favored
-0.1142235369499567,-0.0068340948936032,-0.0034683925941414,feverish
-0.2455861230557383,-0.0069393390899056,-0.0035492316953313,feynman
-0.4738356533926571,-0.00684557365325,-0.0034136844216886,filmmaker
-0.4209987833609651,-0.006824197890271,-0.0034026816838207,finally
-0.3238755799038767,-0.0068042612496015,-0.0034009808580381,flooded
-0.3241746817200692,-0.0068043005150451,-0.0034009649234721,flower
-0.4642473824393345,-0.0068727816668268,-0.0034426461880814,fluenced
-0.6366022759057391,-0.0072691139915769,-0.0038206865523926,fly
-0.1133625006097201,0.9930655690742762,0.0036871942232055,formal
-0.4501380006646456,-0.0071022710282743,-0.0036789986342252,frost
-0.4914957565430241,-0.0068262660661264,-0.0033920509397543,functionreq
-0.3834206846143669,-0.0096092659750295,-0.0065287573682731,furthermore
-0.3444197693572525,-0.0068069582466375,-0.0033998863720598,gallerybased
-0.6340617575199331,-0.006844981824319,-0.0033844557757095,gap
2.7960613295411005,-0.0063946826377776,-0.0035671946290219,garnier
0.1629620230721553,-0.0068709043814933,-0.0035560310542944,genart
0.7594301451547325,-0.0066620472023536,-0.0034586936691996,genpei
0.9091154235817676,-0.006663837747745,-0.0034875076022352,gentle
1.5200908292469275,-0.0070601830727884,-0.0040153476442191,gepmancers
0.5679815238255864,-0.0066871801658831,-0.0034484942971531,giant
-0.6516970351922998,-0.0068472969456685,-0.0033835162611971,glance
-0.4321554711472623,-0.00761189911254,-0.0042556010608966,goldberg
-0.3974913321884444,-0.0076511943297723,-0.0043296323877544,grades
-0.3955303756982579,-0.0068563231150991,-0.0034393879187222,graduated
-0.400629587632629,-0.0069081264584601,-0.0034891672536653,grain
-0.433028418901695,-0.0071166182235474,-0.0036952620126906,grapple
3.4063301261410497,-0.0063714406360777,-0.0036563348328236,groove
-0.3991644576504848,-0.0068501098378892,-0.0034317218659289,gruenfeld
-0.1952617989411217,-0.006787377108865,-0.0034078327214427,guardians
0.10846143354858,-0.0067475049756929,-0.0034240134921675,gulf
0.6509020076989143,-0.0066833337431171,-0.0034599035524239,handson
-0.5088257033320689,-0.0068429167552007,-0.0034049156862786,harvard
1.1990110559549625,-0.0069560974965558,-0.0038412610291164,hometown
-0.5921905847046864,-0.006853705157879,-0.0034005977542695,hottest
-0.4072386234852139,-0.0069599372418025,-0.0035411233580709,huinengs
-0.4069800327849376,-0.0068295735329017,-0.0034103201959485,human
-0.4398491635615318,-0.006935456966424,-0.0035089515239984,hut
-0.4081955600598039,-0.0068729436512309,-0.0034525265124417,hype
-0.3923288426214908,-0.0068132476468052,-0.0033973340295084,hypermedia
-0.3883695213704006,-0.0068627129693793,-0.0034467743137604,hyperstimuli
2.900370240693537,-0.0064164779788164,-0.0036078821898312,ikon
0.4498396020398263,-0.0067097564163105,-0.0034491701276017,impressionism
-0.5494931557068652,-0.0068621720983115,-0.00341706274205,incestuous
-0.4158984155763704,-0.0070831322363058,-0.00366403883694,indeed
-0.360758939159452,-0.0068091032177315,-0.0033990159073336,infatuated
-0.5403901063782494,-0.0068326848112846,-0.0033894461068677,inherently
3.6049147469064113,-0.0062884980996061,-0.0036102860698349,innovative
0.0079338996004457,-0.0067607020142868,-0.0034186579157599,installed
0.4138437669091911,-0.0069578537293433,-0.0036930553501886,institutes
0.9745254041875644,-0.0066338099590497,-0.0034701528092919,intensive
0.2805915963965901,-0.0067249080978718,-0.0034331836787121,interaction
-0.0280316383206283,-0.0067943047067244,-0.0034443756296811,jareds
-0.4323885877503986,-0.0069637253202419,-0.0035393903864336,justified
4.013270910666567,-0.0062414670779522,-0.0036393987381406,kogan
-1.104654479737554,-0.0069067602254517,-0.0033593850793373,kokugaryo
-0.966006126078617,-0.0068885587675788,-0.0033667715318109,kontrollfelder
1.2523273655949054,-0.0066114862949328,-0.0034989229981071,laces
-0.5171070826471897,-0.0068296282659712,-0.0033906865034803,launched
-0.4591305491398606,-0.0080921455194932,-0.0050857720484369,lectureorigins
-0.4590226828909141,-0.0068220030708114,-0.0033937809337201,leg
-0.4157888638041486,-0.0070375195762056,-0.0036162264780791,lev
-0.7609095855696267,-0.0068906681693022,-0.0034052103695636,lifestyle
-0.2960708404809665,-0.0068006111031705,-0.0034024621477965,lingered
0.6396432721751324,-0.0066919259257662,-0.0034662762565135,literal
-0.3256056786445978,-0.0068044883732457,-0.003400888687509,lonely
-0.4623303970935129,-0.0068224373004226,-0.0033936047161661,longevity
-0.5120096043739744,-0.0069084128819813,-0.00346850311576,looses
-0.3867045555287738,-0.0068125093024839,-0.0033976336618387,lovers
-0.3663832262521689,-0.0068098415620528,-0.0033987162750032,lxxvii
0.4220988222294504,-0.0067783598815962,-0.0035111722571712,marazzi
0.2573085726655305,-0.0067279646431852,-0.0034319432820994,masks
-0.0566662279556302,-0.006769182580188,-0.0034152163619341,massage
-0.414333352706865,-0.0068161363515951,-0.0033961617453545,matt
-0.419796502546564,-0.0068240398921961,-0.0034027458658377,matures
-0.4379858551520448,-0.00681924140128,-0.0033949016648661,maybe
-0.4464192433016092,-0.0072274927078872,-0.0038137490146016,mbius
-0.3887689112084387,-0.0068270520393821,-0.0034113940521737,mechanistic
0.4705844532368612,-0.00734597368961,-0.0041338369924251,michel
-0.4815843434182154,-0.0068249649171138,-0.0033925789675315,mission
-0.4805580136567707,-0.0068248301827486,-0.003392633644964,missourikanas
-0.5209547984516659,-0.0068445242422908,-0.0034042574589991,mod
-0.3942055598995611,-0.0068134940182158,-0.0033972340479174,modifying
-0.0297942007082275,-0.0067727876288386,-0.003423565572901,moro
1.1835097594474822,-0.0069578013022694,-0.0038407266397913,movement
1.5382678155539058,-0.0065598030669313,-0.0035001860294423,muj
1.5457645220519869,-0.0102677205451944,-0.0106897810919672,multielectrode
0.1449024544292106,-0.0092701690221101,-0.0047645068079339,muniz
-0.0406261599696231,-0.0067670768745376,-0.0034160708920942,murakamikaikai
-0.1841205755407725,-0.0068073792328014,-0.003429246862906,murata
-0.4249954527429019,-0.0068175360491719,-0.003395593724941,mystical
-0.4258575697425155,-0.0068176492260387,-0.0033955477958976,myths
-0.4335462458411096,-0.0068186585789117,-0.0033951381838172,nail
-0.4291417009800546,-0.0068536512809589,-0.0034304380593164,natalie
-0.0402555079584357,-0.0067883270647641,-0.0034370428541437,newcomers
-0.0709468734934464,-0.006771057312641,-0.0034144555645155,newspa
0.2568100696385431,-0.0067280300855912,-0.0034319167244893,ngrams
1.262926814191851,-0.0068928095015834,-0.0037865990408037,noblesse
0.1281626759240521,-0.0068098143527622,-0.0034882260449646,nominal
-0.4626431020774101,-0.0069832329848956,-0.0035523286826945,nothing
-0.4393816636276095,-0.0068194246400167,-0.0033948273035579,notoriously
-0.3207595358704367,-0.0068399426996097,-0.0034357989199399,numbered
-0.3635974740425334,-0.0068094758544902,-0.0033988646851773,obedience
-0.5021831321769219,0.9930145255374524,0.0037079085341948,oblige
-0.3645096931417699,-0.0068454498188376,-0.0034336560477699,observed
0.777065251013044,-0.0066667539646341,-0.003466638594129,older
1.3232112874904152,-0.0069388164140362,-0.0038486735697059,onceinalifetime
0.9989131861154597,-0.0069897696191484,-0.0038393830383626,ontogenic
0.1132882259168809,-0.0071540155143016,-0.0038435672743315,openly
-0.4175178347002504,-0.0072242822624192,-0.0038147314521763,organiser
-0.4114009819598802,-0.006815751396266,-0.0033963179665904,organizational
-0.4105846817969464,-0.0069383301170631,-0.0035184355105738,organizations
-0.4106796187561219,-0.006815656697255,-0.0033963563970144,organogenesis
-0.6370410461988697,-0.0068453729389334,-0.0033842970549339,owing
3.341862856758397,-0.006438599005847,-0.0037107453460169,pablo
-0.3167851074376673,-0.0068033304276156,-0.0034013586009864,paint
-0.0025084666486569,-0.0068050198174306,-0.0034600937959711,pairs
-0.0167214736402027,-0.0067639387186943,-0.0034173444076089,pakku
0.4205850438888553,-0.0073035727847552,-0.0040695196818533,panoramic
0.4526103291562147,-0.0067023258483532,-0.0034423479288497,pans
0.4848819389027371,-0.006843503874707,-0.0035880994746651,paoletti
0.5174919643040012,-0.0066938083267404,-0.0034458044799142,paoyu
0.5505221883980385,-0.0066894721899129,-0.0034475641559149,paper
0.5840587709283123,-0.0080942481732626,-0.0051930240384593,paperbox
0.6179022034222562,-0.0066806266863597,-0.0034511538074723,papermaking
0.6522226706449668,-0.0066761211691873,-0.0034529822208167,par
0.6869947229627129,-0.0066715563688942,-0.0034548346922315,paraart
0.7222509659941514,-0.0066809184645513,-0.0034708062862874,parabolas
0.7579698245227339,-0.0066622389101075,-0.0034586158710241,paracapitalist
0.794157885613105,-0.0067585151028192,-0.0035601927197993,parade
0.8307249980254149,-0.0066884244349316,-0.0034974253101618,parades
0.8676219834537872,-0.0066761351818845,-0.0034925600201376,paradigm
0.9047115214433494,-0.0066429749755261,-0.0034664334941087,paradigmatic
0.9419542640172108,-0.0080998094012909,-0.0054628310126233,paradigms
0.9792128477969012,-0.0067854174820813,-0.0036224637184279,paradox
1.0161104694894183,0.9932138438582264,0.0036270218649068,paradoxes
1.0529604569279147,-0.0066235131739056,-0.0034743314149085,paradoxi
1.089157641428696,-0.0066187612853226,-0.0034762598098439,paradoxically
1.1246803806576702,-0.0066140979364653,-0.003478152273895,paragraphs
1.1593585971115128,-0.0066095454547427,-0.0034799997462302,parallel
1.1930773714679417,-0.0073036290862921,-0.0042325557027693,paralleled
1.2255480696124543,-0.0066008562430532,-0.0034835259719659,parallels
1.2566861627598638,-0.0068560753707475,-0.0037449509614538,parameter
1.286359574163426,-0.0065928730394372,-0.003486765687955,parameters
1.3143285263481674,-0.0065892013355078,-0.0034882557261026,paramount
1.3404255707895538,-0.0068069675198457,-0.0037097883135593,paraphrase
1.364565901985512,-0.0065826062808088,-0.0034909321083153,paraphrasing
1.386498463440733,-0.0065866651257864,-0.0034991723020009,parasite
1.4060648127968414,-0.0065771583929907,-0.0034931429512451,parasitic
1.4231370752857868,-0.0065749171830644,-0.0034940524712802,paratory
1.4375949076745176,-0.0066010490282366,-0.0035231327559276,parches
1.4492662884785543,-0.0069701367175589,-0.0039066346996719,pareidolia
1.4579906212975495,-0.0066273631607942,-0.0035524189671134,parent
1.4637152216825633,-0.0065695901712196,-0.0034962142607419,parental
1.4663543553548493,-0.0065692437114234,-0.0034963548598542,parentheses
1.4657935909646835,-0.0071079047921164,-0.0040593167890921,parenting
1.462030687805689,-0.0066709134992036,-0.0035957129825924,parents
1.4549357036660904,-0.0065707427274751,-0.0034957465343618,paris
1.444530412697747,-0.0065860739458555,-0.0035093055184595,parissud
1.4308330631162558,-0.0068231655662943,-0.0037481965865258,park
1.4134701646718402,0.993266008384968,0.0036058526376788,parked
1.3931213283196502,-0.0065788575858135,-0.00349245339071,parker
1.3693339368201092,-0.0065819803434436,-0.0034911861240448,parkers
1.3422857490499212,-0.0065855311713997,-0.0034897451393652,parlance
1.3120563323216812,-0.0067871074596132,-0.0036856558033306,parochial
1.278701855859456,-0.0080556019012019,-0.0054807711469063,parody
1.242348893206317,-0.0066923193222786,-0.0035767930824239,parole
1.2031037039150323,-0.0066038026911425,-0.0034823302546267,paroxysms
1.1611265425860426,-0.0066305842952314,-0.0035010683002593,parse
1.116545984205534,-0.0066151658025483,-0.0034777189161868,part
1.0695662871356706,-0.0069181934559875,-0.0037762978125115,partake
1.0202938468065037,-0.0066278015762724,-0.0034725911103411,partaken
0.9689890882172572,-0.0066345367547112,-0.0034698578635986,parted
0.9158751236586324,-0.006756672741965,-0.0035818271645289,partial
0.861048468921398,-0.0067061611922994,-0.0035202718350591,partially
0.8048467032840337,-0.0066560850142157,-0.0034611132237005,partici
0.747470448396891,-0.0066775871612715,-0.0034721661318486,participant
0.6889594659340639,-0.0071628174536966,-0.0039607414131543,participants
0.6300114041316641,-0.0067293941217427,-0.0035007318346246,participate
0.5704447152530535,-0.0066868568034066,-0.0034486255229913,participated
0.5105767912984119,-0.0070242059635726,-0.0037783222061218,participates
0.4507843592248038,-0.0067671967268513,-0.0035056248790919,participating
0.3911478382994126,-0.0067103945120522,-0.0034390735317462,participation
-0.4866843693184887,-0.0068328299802213,-0.0033991751541119,passersby
-0.5748220036893453,-0.0068372049567595,-0.0033876117571163,passive
-0.582223307454735,-0.0068381765840103,-0.003387217454717,passmore
-0.5878182708399822,-0.0068389110787783,-0.003386919384599,password
-0.591962436155694,-0.0075874798163168,-0.004185879425755,past
-0.594046626306578,-0.0068397287238974,-0.003386587570694,pasta
-0.5949263375306735,-0.0068398442104962,-0.0033865407043232,paste
-0.5944768889523298,-0.006911795098236,-0.0034570293849808,pastiche
-0.5928208953343383,-0.0068395678125698,-0.0033866528711706,pastor
-0.5900879257981485,-0.0068392090342031,-0.0033867984693624,pasts
-0.5866279823056778,-0.0078312998034675,-0.0045003989516,pat
-0.5818778199608847,-0.0071203696631238,-0.0036713111572302,pataphysical
-0.5765990203620182,-0.006837438239689,-0.0033875170870473,pataphysics
-0.5707225493850605,-0.0068366667892093,-0.003387830154404,patented
-0.5643417106396215,-0.0068358291264131,-0.0033881700918132,path
-0.557568186131629,-0.0071249089056578,-0.0036807333490695,pathological
-0.5504540027819014,-0.0068340059779743,-0.0033889099555862,pathos
-0.5431619000716159,-0.0071153477242524,-0.0036733198511457,paths
-0.5356924484415797,-0.0068320681128473,-0.0033896963732875,pathways
-0.5281973088122863,-0.006831084167026,-0.0033900956747663,patience
-0.5207482640055603,-0.0070968966990549,-0.0036584529904308,patient
-0.5133477833495551,-0.0068291347532392,-0.0033908867791047,patiently
-0.5061016086569815,-0.0095965442466222,-0.0063156493309037,patients
-0.4990763606416996,-0.007218499227346,-0.0037935702672699,patina
-0.4923285498351678,-0.0068263753934398,-0.0033920065729233,pation
-0.4858421457428373,-0.0068255238722518,-0.003392352134297,patriarchs
-0.4798091433774274,0.9930174627466136,0.0037067165661652,patriotic
-0.4738546141291633,-0.0068239501748662,-0.0033929907667092,patronage
-0.4685865093987911,-0.0105321602191795,-0.0105824671010947,patrons
-0.4634900490405315,-0.0105314911668174,-0.0105827386136027,patter
-0.4585652330543844,-0.00682194301778,-0.0033938053042329,pattern
-0.4543268415861292,0.9930208080084238,0.0037053590036257,patterned
-0.450321223145748,0.993021333857404,0.0037051456054175,patternless
-0.4465249187672647,-0.0068203623911985,-0.0033944467486273,patterns
-0.4827455622340214,-0.0068251173594242,-0.0033925171039221,percent
-0.4504693252749434,-0.0068280707699139,-0.0034011084416969,perennial
-0.4041228377658638,-0.006814795937139,-0.0033967057076978,perform
-0.0057250833390096,-0.00676249513621,-0.0034179302372433,phonic
1.452789208279298,-0.006571024514776,-0.0034956321804172,pictures
1.472107668129466,-0.0066040616603018,-0.003531724753593,picturesque
1.488716614671356,-0.0065663080420833,-0.0034975462029988,pie
1.5025161054532383,-0.00675497651415,-0.0036877553046838,piece
1.5133837173949924,-0.0065630697978544,-0.0034988603360348,pieced
1.5211779588404786,-0.0065620465865896,-0.0034992755720797,pieces
1.525824325885675,-0.0068120622425767,-0.0037521377413677,pierce
1.527159995164327,-0.0065612612777181,-0.0034995942634009,pierpont
1.5252006159313969,-0.0065684375429896,-0.0035065767151807,pierre
1.5198290682968651,-0.006562223666041,-0.0034992037103112,pieties
1.511031956055911,-0.0065633785320284,-0.0034987350466037,pietroi
1.4987937859475422,-0.0068311903353178,-0.0037665221882116,pietroiusti
1.483063003871169,-0.0065670502359579,-0.0034972450084561,pietroiustis
1.463748593499642,0.9932726088290424,0.0036031740683689,piezo
1.441270855985141,-0.0065725366193089,-0.0034950185434027,piezodetected
1.4152871066638395,-0.0065973239685851,-0.0035145250568387,piezoelectric
1.3859839379214889,-0.0065797945670847,-0.0034920731482219,piezos
1.3534216784143895,-0.0067977920831634,-0.0037025740049624,piga
1.3178362485629334,-0.0067486603399333,-0.0036478599430999,pigs
1.279163536350325,-0.006593817719815,-0.0034863823210423,piketty
1.2376619634023367,-0.0066062245167469,-0.0034912268813802,pile
1.1934386099329706,-0.0066050715039074,-0.0034818153494333,piles
1.1466790260015505,-0.006611210001586,-0.0034793242456064,pilkinglon
1.0975947474094423,-0.0066889994228435,-0.0035477049554297,pillage
1.0462974979038664,-0.0066814093491855,-0.0035304861304845,pillars
0.9930169341180508,-0.0066313824307441,-0.0034711379404052,pillon
0.9380336850207756,-0.0066955240978492,-0.0035247964949824,pillow
0.8814807607344908,-0.006761366816098,-0.0035798509128748,pin
0.8236085715583524,-0.0067988740920772,-0.0036062763345035,pindal
0.7645206034751583,-0.0104722490371552,-0.0112255197922931,pine
0.7049190402659097,-0.0067476440832448,-0.0035341453438798,ping
0.6444917982835953,-0.0066841761426096,-0.0034595613526943,pink
0.5837326312728859,-0.0066921608258136,-0.0034563178127136,pinked
0.5228347438050076,-0.0066931069381307,-0.0034460891150059,pinkflowers
0.4619432698031225,-0.0072164085399416,-0.0039769708419476,pinky
0.4015701813529445,-0.0067304443342124,-0.0034604864118303,pinmodeledpinoutput
0.3416799233234681,-0.0072626219084693,-0.0040092619064077,pinmodepinled
0.2825003844204579,-0.0070215177760634,-0.003734367095481,pinmodepinswitch
0.2242666190885053,-0.0067323023198341,-0.0034301829812138,pinnacle
0.1672215036731201,-0.0067468967540439,-0.0034340829704464,pinpoint
0.1115110991254442,-0.0067471046221506,-0.0034241759622528,pins
0.0573208877211644,-0.0067542185966333,-0.0034212889938142,pinto
0.0047962629011719,-0.006761113916489,-0.0034184907590376,pinyin
-0.0459047636212023,-0.0067749048030433,-0.0034227055338733,pioneers
-0.0946521586120718,-0.0067741692915218,-0.0034131926720448,pipe
-0.1413296361625765,-0.0067802970104512,-0.0034107059424125,pipes
-0.1858312566583349,-0.0068218221134104,-0.0034433112129559,pipilotti
-0.2280926218243639,-0.0067916870687301,-0.0034060836684861,pirate
-0.2680192236113777,-0.0069053379725383,-0.003510905943447,pit
-0.3055890135911505,-0.0069325123479535,-0.0035309904443613,pitch
-0.3407383227566953,-0.0068207775668593,-0.0034139283905882,pitches
-0.3734561044938964,-0.0068107700743068,-0.0033983394693823,pitchesh
-0.4037445874781942,-0.0068219304252145,-0.0034036027740353,pittsburgh
-0.4315932869236178,-0.0068184021986625,-0.0033952422271603,pivotal
-0.4570404002659523,-0.0068217428410089,-0.0033938865392756,pixel
-0.4801158107227365,-0.0068319667712263,-0.0033995258070827,pixelbypixel
