ecg_data_columns
-62.92
-62.886
-63.822
-65.638
-68.143
-71.051
-73.813
-75.995
-77.477
-78.1
-77.535
-75.706
-72.812
-69.206
-66.115
-65.261
-67.2
-71.801
-79.143
-86.636
-91.329
-93.078
-88.729
-77.629
-61.633
-34.935
5.412
62.008
138.122
223.692
307.254
377.574
422.868
442.458
436.878
406.083
353.803
281.387
192.472
94.909
-4.812
-99.979
-183.147
-249.188
-295.209
-319.769
-323.983
-310.624
-282
-241.669
-195.227
-148.18
-105.01
-68.767
-40.49
-20.676
-10.498
-9.744
-16.261
-26.978
-38.491
-48.617
-56.733
-62.2
-63.89
-61.359
-54.956
-45.93
-36.285
-27.198
-18.906
-11.585
-5.416
-0.481
3.137
5.774
8.202
10.86
13.893
17.341
21.073
25.04
29.3
33.811
38.453
43.144
47.792
52.344
56.803
61.124
65.267
69.21
72.914
76.366
79.573
82.541
85.295
87.868
90.265
92.488
94.536
96.409
98.12
99.687
101.117
102.428
103.638
104.767
105.842
106.884
107.902
108.902
109.887
110.853
111.805
112.745
113.673
114.591
115.499
116.396
117.279
118.147
118.991
119.801
120.563
121.261
121.881
122.408
122.824
123.113
123.26
123.249
123.065
122.692
122.116
121.321
120.295
119.022
117.49
115.686
113.599
111.218
108.536
105.547
102.246
98.629
94.697
90.45
85.892
81.029
75.866
70.414
64.685
58.692
52.452
45.982
39.304
32.44
25.414
18.25
10.975
3.615
-3.802
-11.249
-18.698
-26.123
-33.496
-40.789
-47.978
-55.035
-61.937
-68.659
-75.178
-81.474
-87.525
-93.313
-98.821
-104.034
-108.939
-113.524
-117.778
-121.694
-125.266
-128.49
-131.365
-133.89
-136.069
-137.907
-139.409
-140.585
-141.445
-142.001
-142.267
-142.258
-141.989
-141.477
-140.74
-139.795
-138.661
-137.357
-135.901
-134.314
-132.613
-130.818
-128.946
-127.016
-125.043
-123.045
-121.036
-119.031
-117.044
-115.086
-113.169
-111.303
-109.499
-107.764
-106.104
-104.525
-103.029
-101.619
-100.295
-99.055
-97.894
-96.807
-95.787
-94.827
-93.917
-93.047
-92.204
-91.377
-90.553
-89.717
-88.855
-87.951
-86.988
-85.951
-84.824
-83.59
-82.235
-80.741
-79.095
-77.283
-75.294
-73.115
-70.735
-68.143
-65.329
-62.285
-59.004
-55.481
-51.711
-47.692
-43.425
-38.914
-34.17
-29.202
-24.02
-18.638
-13.071
-7.336
-1.449
4.573
10.718
16.967
23.3
29.694
36.12
42.553
48.964
55.323
61.6
67.765
73.79
79.655
85.345
90.835
96.102
101.116
105.838
110.239
114.302
118.004
121.335
124.3
126.909
129.196
131.209
132.977
134.531
135.898
137.095
138.161
139.13
140.016
140.854
141.666
142.456
143.242
144.009
144.672
145.163
145.387
145.231
144.649
143.567
141.867
139.452
136.2
132.013
126.9
120.833
113.73
105.689
96.908
87.739
78.825
70.724
63.817
58.504
55.104
53.527
53.508
54.618
55.957
56.747
56.465
54.657
51.305
47.399
44.408
43.719
47.295
57.097
74.914
102.729
141.654
190.835
248.327
312.101
379.077
445.505
507.045
558.204
594.073
611.801
609.766
586.702
542.763
479.783
401.218
312.542
219.725
127.826
41.486
-34.4
-95.816
-140.7
-168.766
-181.557
-181.681
-171.68
-154.4
-133.683
-113.31
-95.729
-82.233
-73.017
-67.565
-65.476
-66.129
-68.11
-69.829
-70.316
-69.231
-66.819
-63.62
-59.998
-56.251
-52.89
-50.527
-49.534
-49.98
-51.685
-54.299
-57.502
-61.082
-64.818
-68.436
-71.744
-74.615
-76.947
-78.745
-80.019
-80.746
-80.928
-80.577
-79.704
-78.359
-76.613
-74.525
-72.172
-69.632
-66.973
-64.28
-61.62
-59.027
-56.534
-54.151
-51.878
-49.718
-47.669
-45.713
-43.841
-42.04
-40.292
-38.587
-36.91
-35.241
-33.56
-31.844
-30.073
-28.235
-26.321
-24.322
-22.235
-20.055
-17.783
-15.422
-12.976
-10.446
-7.833
-5.138
-2.365
0.479
3.387
6.353
9.365
12.41
15.474
18.538
21.585
24.596
27.55
30.428
33.207
35.864
38.376
40.719
42.869
44.803
46.494
47.918
49.05
49.866
50.344
50.463
50.202
49.543
48.47
46.97
45.029
42.639
39.792
36.484
32.712
28.478
23.784
18.637
13.046
7.023
0.583
-6.255
-13.472
-21.044
-28.946
-37.15
-45.626
-54.344
-63.269
-72.367
-81.603
-90.938
-100.334
-109.752
-119.152
-128.495
-137.741
-146.85
-155.786
-164.51
-172.989
-181.188
-189.077
-196.626
-203.808
-210.599
-216.978
-222.925
-228.423
-233.46
-238.024
-242.109
-245.71
-248.826
-251.457
-253.61
-255.29
-256.508
-257.277
-257.61
-257.525
-257.041
-256.179
-254.963
