ecg_data_columns
-111.566
-110.722
-109.81
-108.824
-107.76
-106.615
-105.383
-104.062
-102.647
-101.135
-99.522
-97.804
-95.978
-94.04
-91.986
-89.815
-87.522
-85.107
-82.567
-79.901
-77.108
-74.187
-71.138
-67.961
-64.656
-61.223
-57.664
-53.98
-50.172
-46.242
-42.194
-38.03
-33.753
-29.368
-24.878
-20.287
-15.601
-10.825
-5.965
-1.027
3.982
9.055
14.181
19.353
24.56
29.791
35.036
40.283
45.521
50.737
55.92
61.056
66.132
71.135
76.053
80.87
85.574
90.152
94.589
98.874
102.993
106.934
110.686
114.237
117.576
120.695
123.583
126.231
128.631
130.778
132.664
134.285
135.638
136.72
137.53
138.069
138.339
138.342
138.081
137.563
136.793
135.777
134.524
133.044
131.345
129.439
127.338
125.054
122.6
119.988
117.233
114.349
111.348
108.244
105.052
101.784
98.455
95.076
91.661
88.221
84.769
81.315
77.869
74.44
71.036
67.664
64.33
61.04
57.798
54.606
51.47
48.389
45.365
42.399
39.49
36.637
33.838
31.091
28.394
25.743
23.135
20.566
18.034
15.535
13.066
10.623
8.204
5.806
3.426
1.063
-1.286
-3.62
-5.942
-8.249
-10.542
-12.819
-15.077
-17.314
-19.525
-21.708
-23.858
-25.97
-28.038
-30.059
-32.026
-33.934
-35.776
-37.547
-39.241
-40.851
-42.374
-43.803
-45.134
-46.362
-47.484
-48.496
-49.396
-50.182
-50.851
-51.402
-51.836
-52.152
-52.351
-52.436
-52.41
-52.276
-52.038
-51.701
-51.272
-50.757
-50.162
-49.495
-48.762
-47.973
-47.134
-46.255
-45.342
-44.405
-43.452
-42.49
-41.528
-40.572
-39.629
-38.706
-37.808
-36.941
-36.109
-35.317
-34.569
-33.867
-33.216
-32.616
-32.07
-31.578
-31.141
-30.758
-30.428
-30.148
-29.918
-29.732
-29.59
-29.486
-29.417
-29.379
-29.367
-29.377
-29.404
-29.444
-29.491
-29.542
-29.59
-29.634
-29.668
-29.689
-29.695
-29.683
-29.65
-29.596
-29.518
-29.416
-29.288
-29.135
-28.957
-28.753
-28.525
-28.273
-28.001
-27.709
-27.402
-27.081
-26.75
-26.413
-26.074
-25.735
-25.402
-25.077
-24.766
-24.473
-24.201
-23.957
-23.743
-23.565
-23.426
-23.331
-23.283
-23.285
-23.34
-23.45
-23.618
-23.845
-24.132
-24.482
-24.895
-25.373
-25.914
-26.52
-27.188
-27.919
-28.71
-29.559
-30.463
-31.419
-32.424
-33.474
-34.565
-35.694
-36.855
-38.044
-39.255
-40.483
-41.721
-42.963
-44.202
-45.43
-46.639
-47.822
-48.972
-50.08
-51.14
-52.143
-53.081
-53.947
-54.733
-55.432
-56.034
-56.534
-56.922
-57.194
-57.341
-57.361
-57.245
-56.991
-56.592
-56.047
-55.352
-54.505
-53.503
-52.345
-51.03
-49.559
-47.934
-46.156
-44.228
-42.154
-39.942
-37.6
-35.138
-32.565
-29.893
-27.132
-24.296
-21.397
-18.446
-15.454
-12.429
-9.384
-6.333
-3.29
-0.272
2.707
5.632
8.487
11.258
13.93
16.493
18.944
21.276
23.476
25.531
27.413
29.104
30.593
31.867
32.921
33.759
34.39
34.838
35.143
35.338
35.449
35.495
35.48
35.422
35.352
35.297
35.293
35.371
35.543
35.835
36.257
36.769
37.318
37.819
38.16
38.285
38.134
37.621
36.694
35.26
33.221
30.551
27.168
22.948
17.913
12.155
5.917
-0.263
-5.907
-10.627
-13.904
-15.39
-15.093
-13.238
-10.598
-8.351
-7.405
-8.547
-12.454
-19.135
-27.916
-37.374
-45.129
-48.635
-45.344
-32.501
-8.155
28.797
77.446
134.063
195.77
260.57
326.822
395.066
460.532
513.297
544.779
545.422
513.865
458.926
389.506
316.098
244.874
175.2
107.887
44.608
-11.335
-54.956
-84.375
-100.113
-103.764
-98.324
-86.316
-70.254
-53.639
-38.925
-27.318
-19.448
-14.94
-12.971
-12.957
-13.884
-14.227
-13.166
-10.451
-6.095
-0.627
5.428
11.752
17.828
23.039
27.071
29.801
31.263
31.709
31.334
30.268
28.721
26.911
25.034
23.291
21.811
20.651
19.872
19.522
19.629
20.222
21.297
22.823
24.764
27.081
29.732
32.684
35.884
39.276
42.79
46.352
49.904
53.407
56.829
60.15
63.351
66.416
69.343
72.141
74.814
77.363
79.786
82.075
84.226
86.24
88.118
89.862
91.467
92.929
94.24
95.394
96.382
97.195
97.82
98.242
98.449
98.434
98.188
97.704
96.978
96.001
94.769
93.277
91.522
89.5
87.204
84.633
81.782
78.65
75.238
71.544
67.572
63.323
58.802
54.014
48.966
43.666
38.124
32.349
26.355
20.155
13.765
7.202
0.483
-6.373
-13.345
-20.411
-27.55
-34.739
-41.955
-49.174
-56.371
-63.522
-70.601
-77.585
-84.447
-91.163
-97.709
-104.06
-110.193
-116.086
-121.719
-127.07
-132.123
-136.859
-141.264
-145.325
-149.029
-152.368
-155.333
-157.922
-160.13
-161.958
-163.408
-164.485
-165.196
-165.551
-165.561
-165.24
-164.604
-163.67
-162.459
-160.99
-159.288
-157.377
-155.281
-153.028
-150.643
-148.156
-145.594
-142.984
-140.354
-137.731
-135.143
-132.614
-130.17
-127.834
-125.63
-123.578
-121.697
-120.007
-118.521
-117.254
-116.217
-115.419
-114.868
-114.567
-114.518
-114.722
-115.176
-115.875
-116.812
-117.979
-119.363
-120.953
-122.733
-124.686
-126.795
-129.04
-131.402
-133.861
-136.394
-138.98
-141.599
-144.228
-146.848
-149.438
-151.977
-154.448
-156.831
-159.111
-161.272
-163.3
-165.182
-166.908
-168.468
-169.854
-171.062
-172.086
-172.926
-173.58
-174.05
-174.338
-174.451
-174.394
-174.175
-173.803
-173.289
-172.644
-171.881
-171.012
-170.051
-169.011
-167.905
-166.747
-165.548
-164.322
-163.079
-161.83
-160.583
-159.346
-158.127
-156.929
-155.757
-154.612
-153.495
-152.405
-151.339
-150.294
-149.262
-148.237
-147.211
-146.172
-145.11
-144.01
-142.86
-141.644
-140.346
-138.949
-137.437
-135.791
-133.996
-132.032
-129.884
